stems	diameter	x	y	type
NA	NA	1048	598	seedling
NA	NA	1052	598	rosette
NA	NA	1087	594	rosette
NA	NA	1086	591	seedling
NA	NA	1097	577	seedling
NA	NA	1095	552	seedling
NA	NA	1011	520	seedling
NA	NA	1158	524	rosette
NA	NA	1184	525	seedling
1	4	1290	508	skeleton
2	4	1293	515	skeleton
1	7	1240	589	skeleton
1	11	1273	591	skeleton
NA	NA	1253	527	seedling
1	5	1321	556	regrowth
3	12	1332	564	skeleton
NA	NA	1350	573	seedling
NA	NA	1354	571	seedling
NA	NA	1375	510	rosette
1	6	1476	563	skeleton
3	4	1423	577	skeleton
2	10	1485	578	skeleton
NA	NA	1477	583	rosette
1	3	1440	596	skeleton
NA	NA	1404	582	seedling
1	6	1522	526	skeleton
1	5	1520	527	skeleton
1	10	1511	539	skeleton
2	9	1553	541	skeleton
4	8	1576	542	skeleton
1	4	1575	541	skeleton
1	6	1573	591	skeleton
1	5	1558	595	skeleton
2	13	1581	595	skeleton
NA	NA	1504	577	seedling
1	5	1644	504	skeleton
1	6	1639	540	skeleton
1	12	1629	540	skeleton
1	10	1623	542	skeleton
8	8	1622	556	skeleton
1	3	1661	571	skeleton
1	10	1634	584	skeleton
1	11	1648	592	skeleton
3	9	1759	513	skeleton
1	10	1744	512	skeleton
1	4	1737	516	skeleton
1	4	1736	520	skeleton
1	7	1720	522	skeleton
1	10	1781	527	skeleton
1	3	1778	529	skeleton
1	5	1776	530	skeleton
1	5	1713	539	skeleton
1	7	1703	544	skeleton
1	9	1761	545	skeleton
1	11	1775	552	skeleton
1	12	1778	552	skeleton
3	10	1780	544	skeleton
1	4	1722	559	skeleton
1	10	1707	564	skeleton
1	7	1798	556	skeleton
1	5	1716	573	skeleton
1	14	1745	588	skeleton
1	5	1730	565	skeleton
2	13	1814	546	skeleton
1	10	1806	541	skeleton
6	11	1846	580	skeleton
2	9	1816	567	skeleton
2	6	1874	578	skeleton
4	8	1802	587	skeleton
1	3	1805	582	skeleton
1	8	1878	593	skeleton
1	12	1850	599	skeleton
1	8	1834	599	skeleton
NA	NA	1899	516	seedling
NA	NA	1899	513	seedling
NA	NA	1890	520	seedling
NA	NA	1892	522	seedling
NA	NA	1895	527	seedling
NA	NA	1898	547	rosette
NA	NA	1900	507	seedling
NA	NA	1901	509	seedling
NA	NA	1905	510	seedling
NA	NA	1910	509	rosette
NA	NA	1909	526	seedling
NA	NA	1925	523	rosette
1	3	1996	518	skeleton
1	6	1960	537	skeleton
1	6	1963	538	skeleton
1	5	1954	568	skeleton
1	7	1956	568	skeleton
1	12	1993	574	skeleton
2	8	1922	594	skeleton
1	5	1955	599	skeleton
4	5	2040	511	skeleton
5	10	2052	534	skeleton
1	7	2033	537	skeleton
1	6	2027	539	skeleton
1	11	2041	547	skeleton
1	8	2066	567	skeleton
1	10	2001	578	skeleton
1	4	2031	572	skeleton
1	15	2045	595	skeleton
1	6	2099	547	skeleton
1	5	2133	507	skeleton
1	4	2148	514	skeleton
1	9	2140	516	skeleton
1	3	2150	520	skeleton
1	3	2149	522	skeleton
1	9	2168	528	skeleton
1	11	2115	549	skeleton
1	6	2116	556	skeleton
1	6	2114	563	skeleton
1	12	2106	589	skeleton
NA	NA	2192	571	rosette
2	3	2166	559	skeleton
1	10	2290	508	skeleton
1	11	2251	509	skeleton
1	3	2267	530	skeleton
1	10	2232	550	skeleton
NA	NA	2260	589	rosette
NA	NA	2358	594	rosette
NA	NA	2336	581	seedling
NA	NA	2388	549	rosette
1	9	2416	510	skeleton
1	10	2422	517	skeleton
NA	NA	2433	502	seedling
NA	NA	2477	556	seedling
3	9	2563	543	skeleton
1	10	2548	583	skeleton
4	7	2531	593	skeleton
NA	NA	2539	529	rosette
9	11	2678	516	skeleton
1	6	2650	532	skeleton
14	12	2702	508	skeleton
3	7	2738	510	skeleton
2	9	2744	540	skeleton
4	12	2735	543	skeleton
2	12	2712	552	skeleton
1	7	2700	538	skeleton
6	11	2720	559	skeleton
3	10	2772	584	skeleton
1	7	2770	587	skeleton
1	8	2792	569	skeleton
1	11	2738	568	skeleton
NA	NA	2793	541	seedling
1	12	2879	517	skeleton
1	10	2800	576	skeleton
1	6	2983	537	skeleton
1	9	2980	574	skeleton
6	14	26	613	skeleton
3	15	58	682	skeleton
12	15	142	635	skeleton
6	16	147	627	skeleton
2	12	170	623	skeleton
1	4	189	600	skeleton
2	14	151	631	skeleton
1	11	181	676	skeleton
4	9	177	682	skeleton
1	5	178	683	skeleton
1	11	190	688	skeleton
2	9	176	626	skeleton
6	12	248	626	regrowth
3	12	279	626	regrowth
1	9	298	629	regrowth
1	14	243	630	skeleton
1	10	389	604	skeleton
1	7	337	614	skeleton
7	11	313	631	skeleton
1	5	400	614	skeleton
1	5	418	620	skeleton
1	10	474	631	skeleton
3	12	468	643	skeleton
1	11	464	696	skeleton
1	9	514	636	skeleton
NA	NA	661	619	seedling
NA	NA	667	617	seedling
NA	NA	668	624	seedling
NA	NA	684	625	seedling
NA	NA	680	628	seedling
NA	NA	686	634	seedling
NA	NA	683	638	rosette
NA	NA	661	643	seedling
NA	NA	676	649	seedling
NA	NA	654	681	rosette
NA	NA	790	686	seedling
NA	NA	749	667	seedling
NA	NA	770	640	seedling
1	7	889	668	skeleton
1	5	883	691	skeleton
1	3	874	698	skeleton
NA	NA	849	698	seedling
NA	NA	994	687	rosette
NA	NA	1085	600	rosette
NA	NA	1098	602	rosette
NA	NA	1048	602	rosette
NA	NA	1001	608	rosette
NA	NA	1038	619	rosette
NA	NA	1086	633	rosette
NA	NA	1048	642	rosette
NA	NA	1045	646	seedling
NA	NA	1064	654	seedling
NA	NA	1071	659	seedling
NA	NA	1054	662	rosette
NA	NA	1065	663	rosette
1	6	1038	662	skeleton
NA	NA	1051	671	seedling
NA	NA	1016	686	rosette
1	4	1198	676	skeleton
1	9	1131	699	skeleton
1	5	1104	602	skeleton
NA	NA	1164	690	seedling
1	3	1261	607	skeleton
NA	NA	1292	607	seedling
NA	NA	1203	696	seedling
NA	NA	1330	608	rosette
1	10	1390	633	skeleton
3	6	1367	635	skeleton
1	5	1481	653	skeleton
1	5	1423	652	skeleton
1	4	1429	655	skeleton
2	6	1492	675	skeleton
NA	NA	1418	629	seedling
NA	NA	1402	653	seedling
1	10	1520	605	skeleton
6	10	1500	620	skeleton
1	5	1507	627	skeleton
1	6	1509	630	skeleton
1	8	1574	600	skeleton
1	15	1573	639	skeleton
3	4	1547	649	skeleton
2	7	1586	651	skeleton
1	10	1503	664	skeleton
3	7	1538	669	skeleton
1	7	1569	686	skeleton
1	10	1564	690	skeleton
1	9	1618	611	skeleton
1	12	1616	623	skeleton
1	8	1660	642	skeleton
1	6	1626	644	skeleton
1	4	1624	652	skeleton
1	5	1626	652	skeleton
1	7	1618	646	skeleton
2	10	1667	645	skeleton
1	5	1635	636	skeleton
1	4	1679	656	skeleton
1	4	1616	642	skeleton
1	5	1688	666	skeleton
6	8	1627	660	skeleton
1	10	1646	665	skeleton
3	10	1621	666	skeleton
1	9	1673	658	skeleton
1	10	1651	686	skeleton
NA	NA	1657	697	seedling
1	5	1676	663	skeleton
1	8	1739	602	skeleton
1	12	1728	613	skeleton
1	11	1736	617	skeleton
1	11	1717	617	skeleton
1	7	1706	659	skeleton
3	7	1742	684	skeleton
NA	NA	1742	697	seedling
1	8	1822	607	skeleton
2	10	1800	642	skeleton
1	3	1848	638	skeleton
1	9	1834	662	skeleton
2	12	1823	680	skeleton
1	7	1847	682	skeleton
NA	NA	1890	698	rosette
NA	NA	1894	692	rosette
NA	NA	1866	636	seedling
1	7	1998	629	skeleton
NA	NA	1901	645	rosette
NA	NA	1914	654	seedling
NA	NA	1966	653	rosette
NA	NA	1945	641	seedling
NA	NA	1916	651	seedling
NA	NA	1914	652	seedling
NA	NA	1913	657	seedling
NA	NA	1925	666	rosette
NA	NA	1907	673	rosette
NA	NA	1935	667	rosette
NA	NA	1904	690	seedling
NA	NA	1902	699	seedling
NA	NA	1943	693	seedling
NA	NA	1944	698	seedling
NA	NA	1977	653	seedling
NA	NA	1956	659	seedling
NA	NA	1957	672	seedling
1	8	2032	624	skeleton
1	3	2003	634	skeleton
1	6	2062	652	skeleton
1	5	2079	642	skeleton
1	5	2098	655	skeleton
1	4	2090	601	skeleton
1	4	2078	607	skeleton
5	9	2106	621	skeleton
1	10	2143	612	skeleton
1	6	2156	624	skeleton
1	4	2180	645	skeleton
1	4	2145	677	skeleton
3	9	2159	681	skeleton
NA	NA	2161	633	rosette
NA	NA	2110	639	seedling
NA	NA	2100	641	seedling
NA	NA	2111	643	seedling
8	17	2279	628	skeleton
5	15	2285	625	skeleton
1	7	2230	622	skeleton
1	5	2231	607	skeleton
1	6	2246	615	skeleton
1	9	2217	643	skeleton
13	11	2298	690	skeleton
1	6	2299	681	skeleton
NA	NA	2299	649	seedling
NA	NA	2294	652	seedling
NA	NA	2279	650	seedling
NA	NA	2264	662	rosette
NA	NA	2269	662	rosette
NA	NA	2271	672	seedling
NA	NA	2292	671	seedling
NA	NA	2265	674	seedling
NA	NA	2270	675	rosette
NA	NA	2294	674	rosette
NA	NA	2275	677	rosette
NA	NA	2290	678	seedling
NA	NA	2294	680	seedling
NA	NA	2292	683	seedling
NA	NA	2288	692	seedling
NA	NA	2290	684	seedling
NA	NA	2278	686	seedling
NA	NA	2288	687	seedling
NA	NA	2288	691	seedling
NA	NA	2275	691	seedling
1	9	2364	610	skeleton
1	5	2325	670	skeleton
1	4	2317	673	skeleton
1	4	2305	680	skeleton
1	5	2302	692	regrowth
NA	NA	2307	638	rosette
NA	NA	2302	642	seedling
NA	NA	2312	647	rosette
NA	NA	2326	647	seedling
NA	NA	2318	649	seedling
NA	NA	2316	659	seedling
NA	NA	2307	676	seedling
NA	NA	2300	678	seedling
1	11	2304	699	skeleton
1	10	2414	651	skeleton
1	11	2443	668	skeleton
5	9	2460	678	skeleton
3	3	2463	679	skeleton
2	6	2450	685	regrowth
1	8	2422	698	regrowth
NA	NA	2447	685	seedling
2	7	2525	602	skeleton
1	15	2537	608	regrowth
2	10	2542	620	skeleton
3	10	2517	691	regrowth
3	9	2531	699	skeleton
1	8	2589	699	skeleton
1	5	2566	681	regrowth
11	11	2699	637	skeleton
9	12	2699	699	skeleton
5	13	2652	627	skeleton
1	11	2662	630	skeleton
8	10	2636	699	skeleton
NA	NA	2672	670	rosette
NA	NA	2659	671	seedling
1	6	2715	610	skeleton
1	9	2702	622	skeleton
1	6	2741	699	skeleton
NA	NA	2761	654	seedling
NA	NA	2756	654	seedling
NA	NA	2756	656	seedling
NA	NA	2753	650	seedling
3	8	2860	646	skeleton
1	8	2862	653	skeleton
1	6	2861	653	skeleton
1	4	2890	699	regrowth
NA	NA	2899	635	seedling
NA	NA	2889	636	seedling
8	10	2999	675	skeleton
5	15	2998	694	skeleton
2	6	2971	671	skeleton
1	7	2911	696	skeleton
2	4	2951	679	skeleton
NA	NA	2926	674	seedling
4	9	39	769	skeleton
1	9	108	722	skeleton
1	10	106	744	skeleton
1	8	144	794	skeleton
4	15	282	799	regrowth
NA	NA	247	716	rosette
1	7	303	770	skeleton
7	15	395	744	skeleton
1	10	401	725	skeleton
2	12	402	734	regrowth
3	12	420	785	skeleton
1	11	464	749	skeleton
NA	NA	635	712	seedling
NA	NA	622	724	seedling
NA	NA	650	731	seedling
NA	NA	654	732	rosette
NA	NA	644	734	seedling
NA	NA	624	743	seedling
NA	NA	628	743	seedling
NA	NA	654	750	seedling
NA	NA	634	757	seedling
NA	NA	619	789	seedling
NA	NA	648	793	seedling
1	8	769	764	skeleton
1	7	734	771	skeleton
1	9	789	777	skeleton
1	6	791	778	skeleton
1	4	774	783	skeleton
1	12	768	790	skeleton
1	7	728	795	skeleton
1	8	753	799	skeleton
NA	NA	723	708	seedling
NA	NA	772	704	seedling
1	13	882	707	skeleton
1	8	863	716	skeleton
1	7	854	725	skeleton
1	8	871	777	skeleton
1	14	893	793	skeleton
2	15	900	776	skeleton
NA	NA	987	726	seedling
NA	NA	979	727	seedling
NA	NA	999	731	seedling
NA	NA	962	735	seedling
NA	NA	971	742	seedling
NA	NA	970	743	seedling
NA	NA	979	745	seedling
NA	NA	957	747	seedling
NA	NA	960	748	seedling
NA	NA	961	749	seedling
1	8	942	764	skeleton
5	10	1116	711	skeleton
NA	NA	1131	761	rosette
NA	NA	1163	736	rosette
NA	NA	1292	795	seedling
NA	NA	1281	792	seedling
NA	NA	1247	791	seedling
NA	NA	1294	748	seedling
NA	NA	1302	764	rosette
NA	NA	1310	783	seedling
NA	NA	1302	787	seedling
NA	NA	1360	758	seedling
NA	NA	1321	704	rosette
3	5	1442	717	skeleton
1	9	1458	744	skeleton
4	8	1458	752	skeleton
3	11	1444	756	skeleton
1	7	1468	731	skeleton
1	7	1478	734	skeleton
4	8	1403	756	skeleton
1	9	1471	762	skeleton
1	4	1462	775	skeleton
1	6	1491	767	skeleton
1	10	1429	781	skeleton
1	7	1409	784	skeleton
1	7	1434	799	skeleton
1	8	1457	700	skeleton
NA	NA	1404	737	rosette
1	4	1502	710	skeleton
3	11	1575	708	skeleton
3	7	1570	710	skeleton
1	11	1549	727	skeleton
1	4	1598	738	skeleton
NA	NA	1518	752	seedling
4	13	1602	799	skeleton
1	14	1695	763	skeleton
1	4	1692	763	skeleton
NA	NA	1648	703	seedling
NA	NA	1679	702	seedling
NA	NA	1681	704	seedling
NA	NA	1650	714	seedling
2	5	1710	707	skeleton
1	7	1753	759	skeleton
1	8	1778	792	skeleton
NA	NA	1772	736	seedling
NA	NA	1771	734	seedling
NA	NA	1736	702	rosette
1	7	1817	706	skeleton
1	6	1858	731	skeleton
1	3	1822	739	skeleton
1	7	1828	752	skeleton
NA	NA	1887	700	rosette
NA	NA	1897	700	seedling
NA	NA	1889	710	rosette
NA	NA	1888	705	seedling
NA	NA	1886	717	rosette
NA	NA	1885	728	rosette
NA	NA	1899	743	seedling
NA	NA	1821	757	seedling
NA	NA	1876	776	seedling
NA	NA	1906	706	rosette
NA	NA	1909	713	rosette
NA	NA	1903	720	rosette
NA	NA	1936	700	seedling
NA	NA	1937	703	seedling
NA	NA	1944	709	seedling
NA	NA	1923	727	seedling
NA	NA	1972	737	seedling
NA	NA	1910	757	seedling
NA	NA	1913	766	seedling
NA	NA	1900	772	seedling
NA	NA	1962	761	seedling
NA	NA	1999	792	seedling
NA	NA	2045	706	rosette
NA	NA	2060	707	seedling
NA	NA	2052	703	seedling
NA	NA	2063	706	seedling
1	6	2007	727	skeleton
3	9	2125	717	skeleton
1	3	2119	719	skeleton
1	7	2148	728	skeleton
1	5	2135	726	skeleton
1	4	2118	727	skeleton
1	4	2199	761	skeleton
1	4	2103	778	skeleton
2	10	2127	786	skeleton
1	5	2156	784	skeleton
1	3	2138	791	skeleton
2	9	2100	793	skeleton
1	8	2165	792	skeleton
3	9	2173	797	skeleton
1	3	2144	796	skeleton
2	6	2117	799	skeleton
1	9	2122	700	skeleton
2	7	2228	718	skeleton
1	3	2259	726	skeleton
1	10	2278	749	skeleton
2	7	2276	760	skeleton
1	6	2228	761	skeleton
1	6	2249	763	skeleton
1	2	2262	770	skeleton
1	9	2266	772	skeleton
1	3	2229	775	skeleton
NA	NA	2218	787	rosette
3	11	2269	798	skeleton
1	8	2346	713	regrowth
1	3	2349	715	regrowth
NA	NA	2352	721	seedling
NA	NA	2353	722	seedling
NA	NA	2347	723	seedling
NA	NA	2354	725	seedling
NA	NA	2354	727	seedling
8	10	2353	721	skeleton
2	12	2392	749	skeleton
1	3	2302	776	skeleton
1	4	2304	776	skeleton
1	5	2346	782	skeleton
1	9	2309	790	skeleton
8	11	2372	798	skeleton
1	8	2383	796	skeleton
1	8	2464	704	skeleton
1	3	2457	706	skeleton
1	7	2424	711	skeleton
1	4	2481	719	skeleton
4	10	2493	723	skeleton
1	3	2416	723	skeleton
1	3	2418	729	skeleton
1	5	2473	730	skeleton
1	10	2484	734	skeleton
1	4	2452	742	skeleton
1	3	2409	759	regrowth
7	11	2486	764	skeleton
1	8	2448	762	skeleton
1	7	2411	771	skeleton
1	5	2496	795	regrowth
3	10	2563	703	skeleton
1	14	2595	718	skeleton
5	11	2551	721	skeleton
1	3	2533	721	skeleton
1	11	2589	758	skeleton
1	11	2512	764	skeleton
1	12	2511	766	regrowth
1	12	2573	776	skeleton
1	7	2565	774	skeleton
1	7	2572	773	skeleton
2	9	2570	786	skeleton
2	10	2509	754	regrowth
1	4	2656	711	skeleton
1	4	2634	713	skeleton
2	6	2627	722	skeleton
1	5	2626	757	skeleton
3	11	2631	761	skeleton
3	9	2635	767	skeleton
7	12	2646	779	regrowth
3	9	2672	799	skeleton
7	9	2706	709	skeleton
16	11	2727	754	skeleton
3	7	2703	779	skeleton
1	12	2880	710	skeleton
2	8	2883	728	skeleton
2	10	2851	729	regrowth
2	12	2896	771	skeleton
1	10	2893	785	skeleton
1	7	2952	766	skeleton
1	11	2958	774	skeleton
1	8	2901	798	skeleton
1	9	2906	799	skeleton
NA	NA	2926	735	rosette
6	13	0	869	skeleton
6	9	23	841	regrowth
14	13	101	824	skeleton
9	12	129	816	skeleton
11	7	111	887	skeleton
2	7	224	822	skeleton
1	12	269	844	skeleton
1	7	288	866	skeleton
1	8	269	875	skeleton
3	10	279	878	skeleton
1	14	367	848	skeleton
7	15	318	856	regrowth
8	11	331	866	skeleton
1	10	321	876	skeleton
NA	NA	303	832	seedling
1	9	449	899	skeleton
NA	NA	451	898	seedling
1	12	500	822	skeleton
1	6	547	827	skeleton
2	12	515	836	skeleton
1	4	555	855	skeleton
1	4	556	861	skeleton
1	9	544	872	skeleton
1	10	599	877	skeleton
1	8	587	898	skeleton
NA	NA	551	863	seedling
NA	NA	551	865	seedling
1	3	504	822	skeleton
1	7	606	828	skeleton
3	9	623	878	skeleton
2	9	642	881	skeleton
1	11	652	882	skeleton
7	10	617	891	skeleton
3	8	646	899	skeleton
1	4	679	897	skeleton
NA	NA	622	829	seedling
NA	NA	607	844	seedling
NA	NA	672	888	seedling
NA	NA	604	893	seedling
NA	NA	751	899	seedling
1	8	800	804	skeleton
NA	NA	855	847	seedling
NA	NA	946	820	seedling
NA	NA	968	831	seedling
NA	NA	946	871	seedling
NA	NA	957	872	seedling
2	6	1379	806	skeleton
1	10	1365	801	skeleton
1	8	1381	821	skeleton
1	5	1382	822	skeleton
1	5	1378	821	skeleton
1	4	1379	822	skeleton
1	9	1339	879	skeleton
1	5	1372	853	skeleton
1	7	1398	854	skeleton
2	7	1388	861	skeleton
4	5	1386	892	skeleton
NA	NA	1378	888	seedling
NA	NA	1398	874	seedling
1	3	1391	833	skeleton
1	4	1384	821	skeleton
1	7	1410	801	skeleton
1	6	1426	800	skeleton
1	5	1437	813	skeleton
1	8	1454	821	regrowth
1	6	1443	814	skeleton
1	3	1463	839	skeleton
2	6	1425	868	skeleton
1	14	1419	875	skeleton
1	5	1448	877	skeleton
2	6	1469	881	skeleton
1	3	1421	876	skeleton
1	4	1425	887	skeleton
1	5	1478	897	skeleton
1	10	1426	898	skeleton
1	5	1426	889	skeleton
6	11	1407	864	skeleton
1	6	1437	898	skeleton
2	8	1443	899	skeleton
4	11	1552	862	skeleton
4	8	1517	872	skeleton
1	4	1543	888	skeleton
1	5	1548	889	skeleton
6	7	1546	895	skeleton
1	4	1502	884	skeleton
NA	NA	1554	837	seedling
NA	NA	1554	838	seedling
NA	NA	1577	838	seedling
NA	NA	1578	838	seedling
NA	NA	1579	839	seedling
NA	NA	1559	843	seedling
NA	NA	1552	846	seedling
NA	NA	1558	849	seedling
NA	NA	1554	849	seedling
NA	NA	1557	850	seedling
NA	NA	1559	854	seedling
NA	NA	1558	855	seedling
1	9	1617	831	skeleton
1	6	1619	833	skeleton
NA	NA	1793	829	seedling
NA	NA	1786	893	seedling
NA	NA	1741	897	seedling
NA	NA	1745	899	seedling
2	3	1841	862	skeleton
NA	NA	1802	809	seedling
NA	NA	1828	844	seedling
NA	NA	1803	861	seedling
NA	NA	1809	877	seedling
NA	NA	1848	879	seedling
NA	NA	1853	891	seedling
NA	NA	1911	800	rosette
NA	NA	1964	802	seedling
NA	NA	1996	821	seedling
NA	NA	1931	817	seedling
NA	NA	1933	816	seedling
NA	NA	1935	819	seedling
NA	NA	1918	821	seedling
NA	NA	1924	823	rosette
NA	NA	1927	822	seedling
NA	NA	1926	825	seedling
NA	NA	1945	827	seedling
NA	NA	1926	827	seedling
NA	NA	1932	830	rosette
NA	NA	1944	832	seedling
NA	NA	1952	834	seedling
NA	NA	1946	856	rosette
NA	NA	1943	871	seedling
NA	NA	1900	854	seedling
1	9	2055	818	skeleton
1	8	2072	829	skeleton
1	4	2071	846	skeleton
1	5	2081	851	skeleton
1	2	2069	851	skeleton
1	6	2079	872	skeleton
NA	NA	2041	829	rosette
NA	NA	2047	835	seedling
NA	NA	2054	891	seedling
1	9	2178	804	skeleton
2	8	2158	811	skeleton
2	9	2176	817	skeleton
1	8	2172	826	skeleton
1	4	2184	824	skeleton
1	9	2183	828	skeleton
1	11	2163	839	skeleton
1	3	2184	850	skeleton
1	5	2179	855	skeleton
1	5	2129	852	skeleton
2	4	2163	856	skeleton
1	5	2142	859	skeleton
1	8	2166	879	skeleton
1	5	2176	898	skeleton
2	4	2171	899	skeleton
1	5	2185	847	skeleton
1	4	2187	848	skeleton
NA	NA	2199	807	rosette
1	4	2264	800	skeleton
1	4	2249	800	skeleton
2	3	2201	825	skeleton
1	3	2202	829	skeleton
6	11	2249	825	skeleton
1	9	2292	821	skeleton
1	12	2279	848	skeleton
2	10	2269	879	skeleton
1	4	2269	888	skeleton
4	9	2282	894	skeleton
1	8	2342	809	skeleton
1	6	2351	817	skeleton
1	9	2329	851	skeleton
NA	NA	2362	864	rosette
NA	NA	2333	852	seedling
NA	NA	2352	896	seedling
3	11	2399	823	skeleton
1	10	2431	800	skeleton
7	9	2409	807	regrowth
1	8	2421	824	skeleton
6	12	2463	836	skeleton
1	4	2456	849	skeleton
1	11	2495	884	regrowth
3	11	2409	864	regrowth
1	4	2454	892	skeleton
6	9	2477	898	regrowth
NA	NA	2455	864	rosette
5	8	2500	819	skeleton
1	4	2527	817	skeleton
5	7	2549	828	skeleton
1	9	2591	826	skeleton
7	9	2592	839	skeleton
6	8	2582	839	skeleton
1	4	2521	812	regrowth
1	9	2563	862	regrowth
1	10	2561	860	skeleton
1	7	2546	898	skeleton
1	9	2603	859	skeleton
5	10	2633	861	skeleton
1	8	2693	835	skeleton
6	15	2659	872	skeleton
7	12	2699	892	skeleton
8	16	2688	892	skeleton
1	11	2663	899	skeleton
1	7	2665	885	skeleton
3	5	2661	849	skeleton
9	13	2769	828	regrowth
7	13	2719	854	skeleton
2	11	2745	876	skeleton
2	10	2721	899	skeleton
1	8	2798	889	skeleton
1	5	2799	899	skeleton
NA	NA	2818	818	rosette
1	11	2809	841	skeleton
1	7	2893	804	skeleton
1	12	2878	806	skeleton
3	5	2864	831	skeleton
NA	NA	2859	847	rosette
3	10	2843	872	skeleton
1	3	2823	886	skeleton
1	2	2802	889	skeleton
1	4	2809	840	skeleton
1	4	2809	820	skeleton
1	5	2803	833	skeleton
3	7	2828	875	skeleton
1	10	2830	883	skeleton
1	7	2946	817	skeleton
1	7	2919	834	skeleton
1	4	2909	844	skeleton
1	3	2982	822	regrowth
NA	NA	2975	884	seedling
NA	NA	2978	882	seedling
NA	NA	2984	862	seedling
1	11	71	909	skeleton
1	7	69	914	skeleton
1	6	74	918	skeleton
13	15	11	998	skeleton
3	14	15	992	skeleton
2	14	21	981	regrowth
8	15	154	963	skeleton
1	9	148	922	skeleton
1	8	143	967	skeleton
1	6	129	979	skeleton
2	14	229	938	skeleton
5	6	291	969	skeleton
2	11	338	908	skeleton
5	11	311	922	skeleton
1	12	328	926	skeleton
1	8	396	972	skeleton
1	6	391	982	skeleton
1	10	392	987	skeleton
1	10	488	944	skeleton
1	10	442	954	skeleton
4	9	431	961	skeleton
1	7	457	986	skeleton
1	5	472	963	skeleton
NA	NA	448	973	seedling
NA	NA	451	969	seedling
4	10	587	921	skeleton
5	13	571	929	skeleton
3	6	542	917	skeleton
1	11	542	933	regrowth
1	10	518	943	skeleton
5	11	552	931	skeleton
1	3	531	949	skeleton
1	4	568	953	skeleton
4	11	567	982	skeleton
1	4	505	986	skeleton
NA	NA	554	943	seedling
1	4	561	952	skeleton
NA	NA	572	907	seedling
NA	NA	539	939	seedling
7	11	656	934	skeleton
1	8	662	932	skeleton
2	5	695	917	skeleton
1	11	604	964	skeleton
1	9	603	998	skeleton
1	7	633	986	skeleton
3	5	636	986	skeleton
1	7	642	983	skeleton
1	8	689	952	skeleton
1	9	688	941	skeleton
3	8	695	965	skeleton
1	7	688	936	skeleton
1	4	633	976	skeleton
10	12	736	943	skeleton
1	12	742	929	skeleton
2	8	766	927	skeleton
1	9	760	923	skeleton
1	5	796	931	skeleton
1	7	716	936	skeleton
1	6	731	937	skeleton
1	3	757	971	skeleton
6	11	796	998	skeleton
NA	NA	702	936	seedling
1	6	709	956	skeleton
1	7	802	953	skeleton
NA	NA	854	926	seedling
1	4	813	962	skeleton
3	6	811	971	skeleton
NA	NA	919	924	seedling
NA	NA	1152	907	seedling
NA	NA	1157	908	rosette
NA	NA	1144	924	seedling
NA	NA	1151	923	seedling
NA	NA	1161	928	rosette
NA	NA	1176	935	seedling
NA	NA	1178	937	seedling
NA	NA	1169	935	seedling
NA	NA	1126	937	seedling
NA	NA	1126	943	seedling
NA	NA	1137	963	seedling
NA	NA	1138	964	seedling
NA	NA	1140	964	seedling
NA	NA	1258	935	seedling
1	4	1384	906	skeleton
1	8	1397	910	skeleton
1	5	1397	911	skeleton
4	11	1383	954	skeleton
1	11	1372	994	skeleton
NA	NA	1310	926	seedling
NA	NA	1309	928	seedling
NA	NA	1326	989	seedling
NA	NA	1328	990	seedling
NA	NA	1321	981	seedling
NA	NA	1318	978	seedling
1	8	1492	919	skeleton
1	12	1471	932	skeleton
2	7	1409	909	skeleton
1	4	1400	914	skeleton
1	8	1461	936	skeleton
2	7	1465	962	skeleton
2	8	1421	964	skeleton
3	3	1444	959	skeleton
1	4	1441	990	skeleton
1	4	1446	965	skeleton
3	4	1472	961	skeleton
1	2	1479	926	skeleton
NA	NA	1424	908	seedling
1	8	1504	911	skeleton
1	9	1507	912	skeleton
2	12	1504	938	skeleton
1	7	1543	945	skeleton
1	10	1596	956	skeleton
1	7	1561	999	skeleton
1	3	1517	946	skeleton
1	4	1578	937	skeleton
NA	NA	1557	905	seedling
NA	NA	1558	906	seedling
NA	NA	1559	905	seedling
NA	NA	1561	905	seedling
NA	NA	1560	910	seedling
NA	NA	1561	911	seedling
4	7	1606	913	skeleton
6	14	1602	964	skeleton
1	3	1611	926	skeleton
NA	NA	1695	992	seedling
NA	NA	1696	993	seedling
1	10	1767	941	skeleton
1	4	1768	937	skeleton
1	2	1768	949	skeleton
NA	NA	1791	900	seedling
NA	NA	1745	902	seedling
NA	NA	1749	903	seedling
NA	NA	1776	921	seedling
NA	NA	1746	945	seedling
NA	NA	1747	964	seedling
NA	NA	1716	965	seedling
NA	NA	1716	999	seedling
NA	NA	1729	997	seedling
NA	NA	1820	949	seedling
NA	NA	1949	909	seedling
NA	NA	1947	910	seedling
NA	NA	1952	967	seedling
1	10	2008	954	skeleton
1	4	2011	904	skeleton
NA	NA	2051	912	rosette
NA	NA	2024	958	seedling
1	8	2069	929	skeleton
1	3	2178	907	skeleton
1	4	2182	943	skeleton
1	5	2197	960	skeleton
1	4	2199	965	skeleton
1	8	2179	964	skeleton
1	2	2171	961	skeleton
1	3	2175	908	skeleton
1	7	2176	974	skeleton
1	3	2164	918	skeleton
NA	NA	2186	916	rosette
1	10	2247	909	skeleton
